content_id,platform,content_date,topic,title,caption,content_type,format,hook_type,video_length,posting_time,views,likes,comments,shares,saves,followers_before,followers_after,retention_rate,hashtag_count,hashtags,cta_type,caption_style,audience_segment
CONTENT_E349DA0C,YouTube,2026-08-24 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Story Hook,23.1,Morning (8-11 AM),28175,1642,402,481,421,14541,14662,0.6,5,#Dating #struggle,None,Emotion + Personal Story,Gen Z
CONTENT_9C0E8152,TikTok,2026-03-29 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Audio Hook,57.4,Afternoon (12-4 PM),12075,853,125,313,284,15274,15384,0.67,2,#Dating #struggle,Comment your thoughts,Emotion + Personal Story,Millennials
CONTENT_1A041C16,YouTube,2026-03-18 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),245199,27679,4031,1748,5436,16248,17905,0.44,5,#SocialAnxiety #struggle,Follow for more,Question to Audience,General
CONTENT_48853B46,Instagram,2026-06-08 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Single Image,Story Hook,0.0,Evening (5-8 PM),10737,1347,161,668,409,36755,37026,0.35,4,#SocialAnxiety #struggle,Follow for more,Question to Audience,Students
CONTENT_B15BF8DD,YouTube,2026-05-14 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Visual Hook,44.2,Night (9 PM-12 AM),54651,3243,623,197,1248,12340,12548,0.53,6,#SelfConfidence #struggle,Comment your thoughts,Long-form vulnerable,Millennials
CONTENT_332A62B1,TikTok,2026-03-17 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Question Hook,391.8,Evening (5-8 PM),79344,5050,668,7727,5675,44728,47093,0.41,4,#Loneliness #struggle,Comment your thoughts,Short & Punchy,General
CONTENT_B7333130,TikTok,2026-08-28 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,29.4,Evening (5-8 PM),9122,1279,161,42,267,18325,18374,0.68,9,#CareerPressure #struggle,Follow for more,Question to Audience,Gen Z
CONTENT_AB8B0DAB,TikTok,2026-05-09 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Visual Hook,289.3,Night (9 PM-12 AM),36519,3551,663,878,318,6295,6613,0.33,1,#SelfConfidence #struggle,Link in bio,Short & Punchy,Students
CONTENT_DAA7F21B,Instagram,2026-03-29 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Audio Hook,285.9,Afternoon (12-4 PM),5175,688,85,310,167,16222,16287,0.17,3,#Loneliness #struggle,Share this,Emotion + Personal Story,Millennials
CONTENT_647D5B18,TikTok,2026-08-24 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Audio Hook,137.5,Morning (8-11 AM),7653,438,140,321,313,12314,12462,0.46,4,#Dating #struggle,Share this,Emotion + Personal Story,Students
CONTENT_19FEE9D2,Instagram,2026-05-12 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Night (9 PM-12 AM),4176,591,83,361,105,47484,47564,0.45,2,#SocialAnxiety #struggle,Link in bio,Emotion + Personal Story,Professionals
CONTENT_CE42CE44,YouTube,2026-03-10 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,36.9,Morning (8-11 AM),454039,46641,8603,34096,5612,2409,8386,0.75,9,#Overthinking #struggle,Share this,Educational / Tips,Students
CONTENT_9E40E4B3,YouTube,2026-06-30 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Long Video,Audio Hook,358.8,Night (9 PM-12 AM),3868,360,55,99,38,3431,3468,0.25,1,#AcademicStress #struggle,Link in bio,Question to Audience,General
CONTENT_6FA9BC02,Instagram,2026-05-11 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Story Hook,371.6,Night (9 PM-12 AM),6652,357,132,922,416,14662,14875,0.31,2,#Loneliness #struggle,Share this,Emotion + Personal Story,Students
CONTENT_14BAAF05,Instagram,2026-04-30 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Afternoon (12-4 PM),6110,455,111,221,281,23257,23360,0.11,8,#Dating #struggle,Follow for more,Question to Audience,Students
CONTENT_E522828E,YouTube,2026-05-05 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Story Hook,20.1,Night (9 PM-12 AM),10820,1073,181,228,266,47607,47660,0.71,2,#CareerPressure #struggle,Comment your thoughts,Short & Punchy,Millennials
CONTENT_5CA462E6,Instagram,2026-06-26 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Text Hook,54.0,Evening (5-8 PM),98218,14200,686,321,3101,49223,49628,0.35,1,#CareerPressure #struggle,Follow for more,Question to Audience,Professionals
CONTENT_E28EDB19,Instagram,2026-06-09 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Night (9 PM-12 AM),64401,6495,629,2113,3415,1865,2410,0.33,7,#SocialAnxiety #struggle,None,Short & Punchy,Gen Z
CONTENT_16D23594,YouTube,2026-05-30 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Audio Hook,483.0,Afternoon (12-4 PM),13447,1137,230,77,490,10371,10480,0.43,1,#SelfConfidence #struggle,Save for later,Question to Audience,Students
CONTENT_937BE45E,Instagram,2026-03-10 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Question Hook,36.5,Afternoon (12-4 PM),10551,713,75,646,540,3648,3918,0.49,7,#SocialAnxiety #struggle,None,Short & Punchy,Students
CONTENT_9391037E,Instagram,2026-04-01 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Evening (5-8 PM),2917,178,55,146,118,5382,5425,0.31,8,#SocialAnxiety #struggle,None,Emotion + Personal Story,Students
CONTENT_6F0A4492,Instagram,2026-03-13 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,15.5,Night (9 PM-12 AM),11353,1672,131,359,916,33535,33828,0.62,8,#SocialAnxiety #struggle,Follow for more,Educational / Tips,Professionals
CONTENT_B3B2DD52,TikTok,2026-04-02 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Question Hook,39.5,Afternoon (12-4 PM),9441,1292,140,777,1156,39598,39965,0.55,5,#SocialAnxiety #struggle,Save for later,Short & Punchy,Millennials
CONTENT_077728E0,TikTok,2026-03-18 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Visual Hook,52.5,Morning (8-11 AM),552,62,6,2,1,25815,25816,0.77,6,#Dating #struggle,Share this,Emotion + Personal Story,General
CONTENT_A3F9EC71,Instagram,2026-08-14 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Evening (5-8 PM),8743,1220,60,71,32,1713,1743,0.38,1,#CareerPressure #struggle,Save for later,Emotion + Personal Story,Gen Z
CONTENT_0F8D3820,Instagram,2026-07-21 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Audio Hook,43.0,Night (9 PM-12 AM),6286,631,82,895,478,31788,32158,0.38,1,#Loneliness #struggle,Share this,Emotion + Personal Story,Gen Z
CONTENT_CC470A7E,TikTok,2026-07-18 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Evening (5-8 PM),322,20,3,6,10,22947,22951,0.46,9,#Dating #struggle,Follow for more,Educational / Tips,Students
CONTENT_214F163E,YouTube,2026-08-01 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Text Hook,49.7,Evening (5-8 PM),7694,388,115,236,52,37951,38035,0.41,9,#AcademicStress #struggle,None,Question to Audience,General
CONTENT_355D981F,TikTok,2026-07-22 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Morning (8-11 AM),2496,178,44,9,12,16700,16703,0.33,4,#Dating #struggle,Link in bio,Emotion + Personal Story,Professionals
CONTENT_1E3A33EA,Instagram,2026-08-10 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Visual Hook,20.8,Morning (8-11 AM),31150,3487,471,880,1016,13931,14157,0.45,4,#Productivity #struggle,Comment your thoughts,Short & Punchy,Millennials
CONTENT_C9E65B7E,TikTok,2026-07-31 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Evening (5-8 PM),4377,590,53,37,187,26034,26059,0.32,2,#Dating #struggle,None,Educational / Tips,Students
CONTENT_E2E59968,YouTube,2026-06-04 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Story Hook,26.8,Morning (8-11 AM),193499,16694,1695,10016,4951,25405,29622,0.47,2,#CareerPressure #struggle,Share this,Educational / Tips,Professionals
CONTENT_A1F032F4,TikTok,2026-07-21 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Morning (8-11 AM),57154,3904,790,836,229,33530,33661,0.13,1,#CareerPressure #struggle,None,Emotion + Personal Story,Millennials
CONTENT_A268A582,TikTok,2026-03-30 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Story Hook,24.8,Evening (5-8 PM),3330,489,25,26,74,17940,17953,0.67,5,#SelfConfidence #struggle,Share this,Question to Audience,Millennials
CONTENT_20B19306,YouTube,2026-04-01 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Visual Hook,20.2,Night (9 PM-12 AM),2769,319,20,52,16,2986,2993,0.48,1,#Relationships #struggle,Link in bio,Short & Punchy,General
CONTENT_5146A866,YouTube,2026-08-17 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Evening (5-8 PM),225435,30677,1145,1632,7286,38251,39687,0.41,3,#AcademicStress #struggle,Follow for more,Long-form vulnerable,Gen Z
CONTENT_F4EE6090,YouTube,2026-09-02 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Audio Hook,377.5,Evening (5-8 PM),544,74,10,26,26,29149,29156,0.34,1,#CareerPressure #struggle,Follow for more,Emotion + Personal Story,Professionals
CONTENT_B12371E6,Instagram,2026-04-24 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Story Hook,52.6,Afternoon (12-4 PM),6463,720,64,112,104,49158,49200,0.66,4,#AcademicStress #struggle,Link in bio,Educational / Tips,Millennials
CONTENT_1F7417D9,YouTube,2026-08-07 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Audio Hook,17.4,Afternoon (12-4 PM),8767,657,159,840,699,45358,45527,0.59,2,#Loneliness #struggle,Link in bio,Long-form vulnerable,Gen Z
CONTENT_D60EDEA2,Instagram,2026-04-11 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Question Hook,52.5,Night (9 PM-12 AM),14461,910,193,497,291,24039,24202,0.35,7,#Relationships #struggle,Save for later,Educational / Tips,Millennials
CONTENT_D8490668,YouTube,2026-07-28 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Question Hook,50.4,Morning (8-11 AM),12468,1322,198,989,817,39641,39983,0.5,7,#Overthinking #struggle,None,Long-form vulnerable,Professionals
CONTENT_B18E927E,Instagram,2026-05-18 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,37.2,Night (9 PM-12 AM),8482,590,147,344,158,38138,38242,0.41,9,#Overthinking #struggle,Link in bio,Question to Audience,Students
CONTENT_1259798E,Instagram,2026-06-16 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Night (9 PM-12 AM),6228,591,48,154,326,11207,11308,0.35,7,#Overthinking #struggle,Link in bio,Emotion + Personal Story,General
CONTENT_9CD0ECA9,Instagram,2026-06-09 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Afternoon (12-4 PM),211725,12577,4080,7543,3303,11559,12968,0.49,4,#Relationships #struggle,None,Emotion + Personal Story,Professionals
CONTENT_7CCF1513,TikTok,2026-05-13 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Visual Hook,39.1,Evening (5-8 PM),3636,371,22,171,12,8953,9010,0.69,6,#AcademicStress #struggle,None,Long-form vulnerable,Professionals
CONTENT_E1BCE4F0,TikTok,2026-08-25 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Afternoon (12-4 PM),113913,9255,2132,3855,1162,39735,41105,0.41,5,#Dating #struggle,Link in bio,Emotion + Personal Story,Professionals
CONTENT_EC9D5866,Instagram,2026-06-17 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Question Hook,564.6,Morning (8-11 AM),3772,319,57,61,141,12292,12335,0.39,1,#SocialAnxiety #struggle,Follow for more,Educational / Tips,Professionals
CONTENT_35D244B5,Instagram,2026-07-05 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Morning (8-11 AM),18306,1934,337,633,740,16588,16747,0.15,9,#Overthinking #struggle,Link in bio,Question to Audience,Millennials
CONTENT_1AA23B21,Instagram,2026-05-17 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Audio Hook,40.6,Afternoon (12-4 PM),33949,2071,537,3307,175,20159,21098,0.38,9,#Overthinking #struggle,Share this,Emotion + Personal Story,Professionals
CONTENT_329C0F58,Instagram,2026-03-14 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Story Hook,487.1,Evening (5-8 PM),16879,1387,331,444,742,9606,9815,0.27,1,#SelfConfidence #struggle,Save for later,Short & Punchy,Professionals
CONTENT_C22819DB,Instagram,2026-07-02 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Audio Hook,359.6,Morning (8-11 AM),3055,372,41,269,74,21622,21663,0.35,4,#Loneliness #struggle,Follow for more,Emotion + Personal Story,Students
CONTENT_BE1B42F6,YouTube,2026-05-08 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Audio Hook,31.0,Evening (5-8 PM),7117,377,94,348,22,20464,20504,0.32,6,#Overthinking #struggle,Follow for more,Educational / Tips,General
CONTENT_A0038A3E,YouTube,2026-06-24 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Text Hook,427.1,Morning (8-11 AM),8056,491,108,126,124,3768,3832,0.17,4,#SocialAnxiety #struggle,Save for later,Short & Punchy,Gen Z
CONTENT_D071583C,Instagram,2026-09-03 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Story Hook,38.2,Morning (8-11 AM),7679,829,57,138,512,33375,33538,0.69,2,#Overthinking #struggle,Follow for more,Emotion + Personal Story,Students
CONTENT_A027BEDF,TikTok,2026-03-22 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,22.1,Night (9 PM-12 AM),6046,451,98,581,332,34359,34547,0.57,9,#Overthinking #struggle,None,Emotion + Personal Story,Millennials
CONTENT_D6AA176E,Instagram,2026-08-19 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,47.4,Morning (8-11 AM),22535,2723,196,391,50,22604,22733,0.6,2,#CareerPressure #struggle,Link in bio,Question to Audience,Gen Z
CONTENT_CA944A7C,TikTok,2026-05-05 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Audio Hook,56.6,Afternoon (12-4 PM),11588,833,132,541,127,42029,42209,0.52,1,#SelfConfidence #struggle,Comment your thoughts,Long-form vulnerable,Gen Z
CONTENT_4F6B9168,TikTok,2026-05-04 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Story Hook,59.6,Morning (8-11 AM),7236,728,127,86,40,6947,6973,0.5,5,#SelfConfidence #struggle,Save for later,Short & Punchy,Students
CONTENT_E83F93B9,YouTube,2026-09-01 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Audio Hook,422.9,Evening (5-8 PM),7042,744,125,332,122,45152,45230,0.39,4,#SelfConfidence #struggle,Follow for more,Long-form vulnerable,Gen Z
CONTENT_518B6D85,YouTube,2026-04-29 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Afternoon (12-4 PM),24316,2597,281,181,834,18100,18294,0.55,2,#Dating #struggle,Comment your thoughts,Long-form vulnerable,Students
CONTENT_02B350E1,YouTube,2026-07-21 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Question Hook,365.9,Night (9 PM-12 AM),13286,1543,242,404,61,43679,43784,0.26,2,#SocialAnxiety #struggle,Save for later,Educational / Tips,Students
CONTENT_8253EE23,YouTube,2026-08-22 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,57.3,Evening (5-8 PM),2117,219,27,47,38,27616,27624,0.66,1,#AcademicStress #struggle,Save for later,Question to Audience,Professionals
CONTENT_87BEE761,TikTok,2026-07-24 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Afternoon (12-4 PM),3180,319,54,226,141,20814,20894,0.16,5,#SocialAnxiety #struggle,Follow for more,Question to Audience,Professionals
CONTENT_858D27AC,Instagram,2026-03-24 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Story Hook,17.0,Evening (5-8 PM),1614,101,27,81,128,36877,36922,0.8,7,#Loneliness #struggle,Follow for more,Emotion + Personal Story,Gen Z
CONTENT_F1CFC040,Instagram,2026-07-29 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Story Hook,428.9,Evening (5-8 PM),6172,331,60,127,264,18140,18227,0.59,7,#Dating #struggle,Share this,Long-form vulnerable,Students
CONTENT_DC3FEAA5,YouTube,2026-08-29 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Audio Hook,30.8,Evening (5-8 PM),2541,352,14,83,42,42872,42893,0.7,7,#CareerPressure #struggle,Save for later,Short & Punchy,General
CONTENT_029A1141,Instagram,2026-08-23 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Text Hook,46.2,Evening (5-8 PM),24802,3422,495,71,1092,31428,31576,0.67,5,#CareerPressure #struggle,Comment your thoughts,Long-form vulnerable,General
CONTENT_8E2989D1,TikTok,2026-05-25 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Afternoon (12-4 PM),17101,1131,317,783,312,33244,33352,0.35,6,#AcademicStress #struggle,Comment your thoughts,Long-form vulnerable,General
CONTENT_332281AA,TikTok,2026-07-18 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Question Hook,50.2,Night (9 PM-12 AM),10999,1472,163,1006,610,45721,45905,0.62,4,#Overthinking #struggle,None,Emotion + Personal Story,Millennials
CONTENT_C7FE4306,Instagram,2026-05-26 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Evening (5-8 PM),109714,15607,1484,8353,2687,49926,51053,0.14,4,#SocialAnxiety #struggle,Follow for more,Short & Punchy,Students
CONTENT_0223E190,Instagram,2026-05-09 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),2376,237,41,70,55,23689,23719,0.46,8,#SelfConfidence #struggle,Follow for more,Short & Punchy,Students
CONTENT_FF2096E3,TikTok,2026-04-04 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Story Hook,50.7,Morning (8-11 AM),344883,26603,6148,9360,1854,49319,52638,0.44,3,#SelfConfidence #struggle,Save for later,Question to Audience,Gen Z
CONTENT_826E921A,YouTube,2026-05-16 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Morning (8-11 AM),9798,1169,166,545,175,43459,43649,0.48,5,#SocialAnxiety #struggle,Share this,Long-form vulnerable,Gen Z
CONTENT_CB80BC27,TikTok,2026-03-19 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,40.7,Night (9 PM-12 AM),14800,1353,236,509,395,4937,5145,0.57,9,#SocialAnxiety #struggle,Link in bio,Short & Punchy,Gen Z
CONTENT_D769B71E,TikTok,2026-08-10 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Night (9 PM-12 AM),132174,17848,1116,11438,5406,8933,12271,0.37,8,#Overthinking #struggle,None,Long-form vulnerable,Professionals
CONTENT_9F119FB9,Instagram,2026-06-07 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,51.7,Night (9 PM-12 AM),437,38,2,39,37,6113,6122,0.8,2,#SocialAnxiety #struggle,Follow for more,Educational / Tips,Professionals
CONTENT_92227FF4,Instagram,2026-08-14 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Question Hook,48.3,Evening (5-8 PM),63152,8171,1252,856,3761,8960,9604,0.54,9,#SocialAnxiety #struggle,Link in bio,Long-form vulnerable,Students
CONTENT_E38D31AF,YouTube,2026-07-25 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),3663,320,55,59,114,13380,13411,0.49,3,#Dating #struggle,Link in bio,Educational / Tips,Gen Z
CONTENT_D17BDA6F,TikTok,2026-06-27 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Audio Hook,50.2,Night (9 PM-12 AM),2228,155,41,44,143,43915,43934,0.57,5,#Overthinking #struggle,Comment your thoughts,Short & Punchy,Millennials
CONTENT_76D5D361,TikTok,2026-04-04 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Evening (5-8 PM),5279,274,90,236,100,38443,38516,0.24,7,#Loneliness #struggle,None,Question to Audience,Gen Z
CONTENT_C98C57F6,Instagram,2026-07-05 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Audio Hook,16.8,Evening (5-8 PM),5445,555,57,41,190,31653,31682,0.67,8,#CareerPressure #struggle,Follow for more,Short & Punchy,Professionals
CONTENT_06F8D05B,Instagram,2026-08-13 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Single Image,Story Hook,0.0,Afternoon (12-4 PM),3980,300,27,95,34,8991,9028,0.47,4,#AcademicStress #struggle,Share this,Educational / Tips,Professionals
CONTENT_5B40C5F0,YouTube,2026-06-10 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Text Hook,54.2,Morning (8-11 AM),6875,590,47,149,8,46204,46239,0.52,5,#CareerPressure #struggle,None,Short & Punchy,General
CONTENT_40AC60D2,TikTok,2026-09-05 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Audio Hook,29.8,Morning (8-11 AM),48919,6019,577,1823,2969,33642,34825,0.56,2,#SocialAnxiety #struggle,Link in bio,Educational / Tips,Students
CONTENT_00EBD6D2,Instagram,2026-08-04 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Night (9 PM-12 AM),5494,548,66,11,225,11686,11727,0.28,9,#Dating #struggle,Follow for more,Question to Audience,Millennials
CONTENT_8B012D60,TikTok,2026-07-31 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Text Hook,38.4,Morning (8-11 AM),4639,468,52,429,81,40895,41043,0.6,7,#SocialAnxiety #struggle,Share this,Educational / Tips,Professionals
CONTENT_0D4C46EE,YouTube,2026-07-17 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Text Hook,18.4,Afternoon (12-4 PM),33508,1913,262,2813,2513,9060,10157,0.58,9,#Overthinking #struggle,Link in bio,Long-form vulnerable,Millennials
CONTENT_BD79AF0A,TikTok,2026-08-02 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Night (9 PM-12 AM),9886,1249,196,256,240,12929,12977,0.43,7,#CareerPressure #struggle,Comment your thoughts,Short & Punchy,Gen Z
CONTENT_1EE1C113,YouTube,2026-05-10 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Night (9 PM-12 AM),22060,2076,131,1498,1409,15179,15901,0.18,6,#Overthinking #struggle,Comment your thoughts,Long-form vulnerable,General
CONTENT_CD99F2D9,Instagram,2026-07-04 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Night (9 PM-12 AM),2640,220,37,108,111,16066,16086,0.17,6,#AcademicStress #struggle,Save for later,Question to Audience,Millennials
